O1,O2,T3,T4
0.20434628,0.207575805,0.101115514,0.218783015
0.204356961,0.207626922,0.1011014,0.218830699
0.204318051,0.20758229,0.101094152,0.218783778
0.204337506,0.207583816,0.101097585,0.218757838
0.204375653,0.207651718,0.101088811,0.218801326
0.204377179,0.207667358,0.101069356,0.218829936
0.204353146,0.2076212,0.101066304,0.218791026
0.204360775,0.207642563,0.101074697,0.218812388
0.204368023,0.207630737,0.101066686,0.218823451
0.204366497,0.207633026,0.101059438,0.21883108
0.20435429,0.207626159,0.101050283,0.218801326
0.20436192,0.207632263,0.101034261,0.218802089
0.204358105,0.207655914,0.101029302,0.218808955
0.204340176,0.207641418,0.101005269,0.21878416
0.204349331,0.207653625,0.100998021,0.218784922
0.20435429,0.207668121,0.101004888,0.218793696
0.204363064,0.207699783,0.100993062,0.218818873
0.204346661,0.207679565,0.10099764,0.218785304
0.20435429,0.207697113,0.101017095,0.21880514
0.204360394,0.207724579,0.101014043,0.218812007
0.20436459,0.2077612,0.101009847,0.218828029
0.204350094,0.207740982,0.101002599,0.218801326
0.204356579,0.207764252,0.100991918,0.218836802
0.204372219,0.207782181,0.100983907,0.218856639
0.204348187,0.207768066,0.100979711,0.218842524
0.204339413,0.207746704,0.100950719,0.218826884
0.204345135,0.207772644,0.100946904,0.218855113
0.204355435,0.207807358,0.100956059,0.21887762
0.20435162,0.207799728,0.100971318,0.218863887
0.204358487,0.207805832,0.100970937,0.218875712
0.204337506,0.207806595,0.100940038,0.218869227
0.204343991,0.207827957,0.100919057,0.218889064
0.204333691,0.207805832,0.100923253,0.218882579
0.204339032,0.207805069,0.100921346,0.218891734
0.204340557,0.207817276,0.100912953,0.218886012
0.204347805,0.207845505,0.100907613,0.218922633
0.204313473,0.207792099,0.100898076,0.218876857
0.204344372,0.207830246,0.100909902,0.218907756
0.204353527,0.207844742,0.100919438,0.218925685
0.204349713,0.207831009,0.100923635,0.218913859
0.204359631,0.207838638,0.100933553,0.218923778
0.20436192,0.207841308,0.100920583,0.218915385
0.204355816,0.207846268,0.100908376,0.218914241
0.204329495,0.207820709,0.100898839,0.218876475
0.204345898,0.207826813,0.100892354,0.21888029
0.204362683,0.207843979,0.100928975,0.218898982
0.204353527,0.207855041,0.100935842,0.218927592
0.20432835,0.207811172,0.100929357,0.218893641
0.204350476,0.207832153,0.100925923,0.218910808
0.204360775,0.207842453,0.100928975,0.218921107
0.204361157,0.207841308,0.100937749,0.218928737
0.204332165,0.207819183,0.100932408,0.218884105
0.204331402,0.207830246,0.100905705,0.21887762
0.204347424,0.207841308,0.100914098,0.218903941
0.204329113,0.207834442,0.100913335,0.218887919
0.204323391,0.207827957,0.100924779,0.21886732
0.204343609,0.207846649,0.100930119,0.218883342
0.204357724,0.207873733,0.100927831,0.218912333
0.204326062,0.20784169,0.100916768,0.218878001
0.204336743,0.207856567,0.100925923,0.218873042
0.204355053,0.207902725,0.100920201,0.218886775
0.204353146,0.207929428,0.100901509,0.218911571
0.204323773,0.207887085,0.100903417,0.218879908
0.204336743,0.207908829,0.100909139,0.218899363
0.204345898,0.207928284,0.100916387,0.218890971
0.204343228,0.207929428,0.10089922,0.218880671
0.204329113,0.207919891,0.100881291,0.218871516
0.204323773,0.207938202,0.10087824,0.218876475
0.204339795,0.207970245,0.100887013,0.21889059
0.204337887,0.207970627,0.10090418,0.218876475
0.20435162,0.207991226,0.100930501,0.218899745
0.204345135,0.208011444,0.100941945,0.218892116
0.204313855,0.207996185,0.100905324,0.218860072
0.204292111,0.207960327,0.100908376,0.218797511
0.20431004,0.20797673,0.100914098,0.218815822
0.204310803,0.207983978,0.10090685,0.218825358
0.204316525,0.208008011,0.100920583,0.218829936
0.204303173,0.207977875,0.100917912,0.218799418
0.204324536,0.208016403,0.10090952,0.218806666
0.204331784,0.208028992,0.100924779,0.21883108
0.204321484,0.208012207,0.100903035,0.218843669
0.204324154,0.207997711,0.100887395,0.218821544
0.204335217,0.208022125,0.100894643,0.218826121
0.204344754,0.208053406,0.100887013,0.21885435
0.204322628,0.208030518,0.100896169,0.218827266
0.204326825,0.208030518,0.100908757,0.218824595
0.204345135,0.208051117,0.100916768,0.218857783
0.204358105,0.208078201,0.100917531,0.218884486
0.204328732,0.20804158,0.100937749,0.21884405
0.204335217,0.208063706,0.100946523,0.218853587
0.204339413,0.208066376,0.100927831,0.218866557
0.204320721,0.208056076,0.100902272,0.218856257
0.204308514,0.208028992,0.100917531,0.21882574
0.204337124,0.208061798,0.100919438,0.218845195
0.204342465,0.208065231,0.100893117,0.218836802
0.204330258,0.208043869,0.100884343,0.218848246
0.204328732,0.208044251,0.100900365,0.218837947
0.204339032,0.208046539,0.100901509,0.218848246
0.204361538,0.208065231,0.100911427,0.218872661
0.204343609,0.20803891,0.100905705,0.218846339
0.204355053,0.208039291,0.100915242,0.21883871
0.204369168,0.208058746,0.100917912,0.218849772
0.204383282,0.208082016,0.10091715,0.218876094
0.204367642,0.208048828,0.100925542,0.218837947
0.204384808,0.208069809,0.100907994,0.218845195
0.204379849,0.208070953,0.100902272,0.218844432
0.204396634,0.208089646,0.100924397,0.218858165
0.204395108,0.208072098,0.100940801,0.218830699
0.204403119,0.208088501,0.100939275,0.218834514
0.204422955,0.208107956,0.100942327,0.218848628
0.204423336,0.208102234,0.100930501,0.21881544
0.204426388,0.208095749,0.100954534,0.218823832
0.204448132,0.20813504,0.100936604,0.218836802
0.204437832,0.208141144,0.100904561,0.218846339
0.204414944,0.208121689,0.100899602,0.218820399
0.204419522,0.208134659,0.10093279,0.218839473
0.204417614,0.208141525,0.100937749,0.218852443
0.204417233,0.208149155,0.100919438,0.218850154
0.20440083,0.208114823,0.100920964,0.218808192
0.204408078,0.208128174,0.100922872,0.218825358
0.204416089,0.208120163,0.100901891,0.218839091
0.204418377,0.208115204,0.100895024,0.218832988
0.204400448,0.208074768,0.100898076,0.218805903
0.204406933,0.208091553,0.100900746,0.218816966
0.204416089,0.208101471,0.100906468,0.218824595
0.204414944,0.208082779,0.100901891,0.218814296
0.204416089,0.208072479,0.100889302,0.218808192
0.204410366,0.20807515,0.100881291,0.218799418
0.204431729,0.208105667,0.100868703,0.218801707
0.204417614,0.208074768,0.100872136,0.218790263
0.204418759,0.208067902,0.100882436,0.218816966
0.204431347,0.20807515,0.100882436,0.218817729
0.204446225,0.208084305,0.100872899,0.218824214
0.204424862,0.208053024,0.100864888,0.218783015
0.204429059,0.208069428,0.100848103,0.218789882
0.204437832,0.208083542,0.100835896,0.21881544
0.204434781,0.208080872,0.100833226,0.21882574
0.204430203,0.208063706,0.100837804,0.218798274
0.20442677,0.208074005,0.100804616,0.218790644
0.204411892,0.208076676,0.100780965,0.218820399
0.204422574,0.208085068,0.10076151,0.21884138
0.204395489,0.2080103,0.100769902,0.218766993
0.204421048,0.208046539,0.100776006,0.218799418
0.204441266,0.208086975,0.100778294,0.218837565
0.204421048,0.208051499,0.100774861,0.218797511
0.20443211,0.208055313,0.100792027,0.218815822
0.20443211,0.208059891,0.100778294,0.218810862
0.204431347,0.208059128,0.100764561,0.218821925
0.204401593,0.208005722,0.100756932,0.218779582
0.204411892,0.208026321,0.100742055,0.218796367
0.204417996,0.208034332,0.100734044,0.218807048
0.204410366,0.208033951,0.100727177,0.218795985
0.204389767,0.207994659,0.100730611,0.218774623
0.204411511,0.20801297,0.100726414,0.218807429
0.204410366,0.208011063,0.10072527,0.218807048
0.204410748,0.208000763,0.100717259,0.21878416
0.204422955,0.208007248,0.100726033,0.218788356
0.20441647,0.208007248,0.100719929,0.218781108
0.204423718,0.208020599,0.100706959,0.218795985
0.204397397,0.207988556,0.100692464,0.218765849
0.204390149,0.207999237,0.100696278,0.218777675
0.204394345,0.208009537,0.100703908,0.218784541
0.204415326,0.208039291,0.100689412,0.218811625
0.20438023,0.207987793,0.100692845,0.218738383
0.204395489,0.208007248,0.100687505,0.218742961
0.204398541,0.208022507,0.100677586,0.218774623
0.204390149,0.20802594,0.100668431,0.218777675
0.20437489,0.207992371,0.100661183,0.218738002
0.204387097,0.208012207,0.100654317,0.21875059
0.204392056,0.208029373,0.100634099,0.218771571
0.204369168,0.208017166,0.100636769,0.218758601
0.20436726,0.208003815,0.100656224,0.218735331
0.20438023,0.208018692,0.100642873,0.218743724
0.204390149,0.208057221,0.100632954,0.218783778
0.204373364,0.208017929,0.100643635,0.218762797
0.204371075,0.20801564,0.10063181,0.218749446
0.204368023,0.208020981,0.100597859,0.21876623
0.204378323,0.208038147,0.100595189,0.21878416
0.20434895,0.208004196,0.100608922,0.218736857
0.204352383,0.208009155,0.100599385,0.218770808
0.204355816,0.208021744,0.100589085,0.218768519
0.204353909,0.208023651,0.10059023,0.218764705
0.204351239,0.208029755,0.100592518,0.218752497
0.20434895,0.208056458,0.100583745,0.218735331
0.20434132,0.20807782,0.100575352,0.218746394
0.204327587,0.208074768,0.100565053,0.218733424
0.204337887,0.208089646,0.100571156,0.218754786
0.204337887,0.208100708,0.100549412,0.218757457
0.204331784,0.208118637,0.100541783,0.21874792
0.204301266,0.208092316,0.100554371,0.218720454
0.204306988,0.20811406,0.100548649,0.218746775
0.204294781,0.208126267,0.100526906,0.218749064
0.204295544,0.208137711,0.100521947,0.218744105
0.204283718,0.208124359,0.100527669,0.218713206
0.204286007,0.208144577,0.100521947,0.218749446
0.204290966,0.208154114,0.10051241,0.218759745
0.204291729,0.208183869,0.100482655,0.218778056
0.204235653,0.208103378,0.100496769,0.218712443
0.204266552,0.208136948,0.100506688,0.218729991
0.204284863,0.208183487,0.100496388,0.21876623
0.204277996,0.208163269,0.100494481,0.218729609
0.204286007,0.208170517,0.10050478,0.218735331
0.204280667,0.208178147,0.10047617,0.218754786
0.204291348,0.208204468,0.100453282,0.218779963
0.204262738,0.208160217,0.100462056,0.218726176
0.20427113,0.208186539,0.100476933,0.21873762
0.204272656,0.208204468,0.100458622,0.218744868
0.204263501,0.208210572,0.10045023,0.218742961
0.204251675,0.208170517,0.100445271,0.218720073
0.204253964,0.208188446,0.100433064,0.218739146
0.204260449,0.208197983,0.100419331,0.218749064
0.204264263,0.208202561,0.100428486,0.218745631
0.20426083,0.20819455,0.100438023,0.21873495
0.204266552,0.208208664,0.100419713,0.218743724
0.204269604,0.208225449,0.100407505,0.218752879
0.204255871,0.20819722,0.100393773,0.218728846
0.20426846,0.208210572,0.100404835,0.218728083
0.204271893,0.208237656,0.100405217,0.218752879
0.204268841,0.208252152,0.100384617,0.21877119
0.204251675,0.208222779,0.100386906,0.218741435
0.204265026,0.208247956,0.100384617,0.218743724
0.204251293,0.208255585,0.100375843,0.218743342
0.204251293,0.20824643,0.100353718,0.218726939
0.204244046,0.208234986,0.100356388,0.218699855
0.204267315,0.208259018,0.100364781,0.218714732
0.204284481,0.208273133,0.100368596,0.218739528
0.204282193,0.208284958,0.100349522,0.218755931
0.204250912,0.208212097,0.100347615,0.218688411
0.204286389,0.208237274,0.100347233,0.218730754
0.2042841,0.208269318,0.100332737,0.218754023
0.204257016,0.208239182,0.100327397,0.218707103
0.204271893,0.208249863,0.100329686,0.218718165
0.204277615,0.208268555,0.100318623,0.218728465
0.204285244,0.208278855,0.100319386,0.218748683
0.204264263,0.208243378,0.100320149,0.218720454
0.204278378,0.208257874,0.100320912,0.218755549
0.204274563,0.20826474,0.100311756,0.218757838
0.204264263,0.208268174,0.100287342,0.218758601
0.204254727,0.208239563,0.100280094,0.218734568
0.204268078,0.208257492,0.100260258,0.218761271
0.204264263,0.208267411,0.100289631,0.218768901
0.204250912,0.208266648,0.100296879,0.218754023
0.204253201,0.208271988,0.100271702,0.218750209
0.204263882,0.208289917,0.100256443,0.218775386
0.204267697,0.208307465,0.100248051,0.218805522
0.20423222,0.208269699,0.100245381,0.218756694
0.204237942,0.208273514,0.100257588,0.218748301
0.204239468,0.208292969,0.100260258,0.218765467
0.204243664,0.208317383,0.100242329,0.218785685
0.204218869,0.208276184,0.100225544,0.218744868
0.20422192,0.20829831,0.100225926,0.218767756
0.204223065,0.208312806,0.100228215,0.218778819
0.204207043,0.208312806,0.100205708,0.218773097
0.204191784,0.208295258,0.100207234,0.218746394
0.204196362,0.208320053,0.100212956,0.218776149
0.204200176,0.208338364,0.10022707,0.21879217
0.204182247,0.208320435,0.100223255,0.218773097
0.20417767,0.208307083,0.10021677,0.218759745
0.204178051,0.20831128,0.100201893,0.218777293
0.204186825,0.208340271,0.100192356,0.218807811
0.204152874,0.208303269,0.100176716,0.218754786
0.204161267,0.208316239,0.10017786,0.218757075
0.204174618,0.208341416,0.100179386,0.218787211
0.20418301,0.208354004,0.100179386,0.218808574
0.204156689,0.208318909,0.100176716,0.21877653
0.2041647,0.208343323,0.100166798,0.218794841
0.204168133,0.208353241,0.100153065,0.218801707
0.204163174,0.208350571,0.100145436,0.218803614
0.204143337,0.208326157,0.10015688,0.218782252
0.204147534,0.208333405,0.100161839,0.218789119
0.20415707,0.208347901,0.100172901,0.218798274
0.204149059,0.208336075,0.10015955,0.218794078
0.204136852,0.208335694,0.10014391,0.21878683
0.204155926,0.208357056,0.100161839,0.218791789
0.204175381,0.208395966,0.100155354,0.218816203
0.204123501,0.208323868,0.100116444,0.218767756
0.204090313,0.208304032,0.100083256,0.218774623
0.204100231,0.208320435,0.100066853,0.2187895
0.204122357,0.208369263,0.100077534,0.218826121
0.204085354,0.208302506,0.100073338,0.218763179
0.20410519,0.208325776,0.100064182,0.218782252
0.204108624,0.208333786,0.100061894,0.218805522
0.204101376,0.208335312,0.100060749,0.218806666
0.204093365,0.20833226,0.100061894,0.218786067
0.204104046,0.208366593,0.100059223,0.218803233
0.20411015,0.208383759,0.100044727,0.218824214
0.204094509,0.208363541,0.100039005,0.218783015
0.20409985,0.208370408,0.10004549,0.218782252
0.204107098,0.208387955,0.100034809,0.218808955
0.204098324,0.208392151,0.100025654,0.218794841
0.204084591,0.2083891,0.100021839,0.218798655
0.204099087,0.208405503,0.100015736,0.218800181
0.204094509,0.208419617,0.100002003,0.218802852
0.204118923,0.208455857,0.099992466,0.218844432
0.204089932,0.208380326,0.100005436,0.218761271
0.204118923,0.208415802,0.10001421,0.218781489
0.204130749,0.208438309,0.10001688,0.218791026
0.204134182,0.208448609,0.100012302,0.21879217
0.204118923,0.208442887,0.100004673,0.21877386
0.204117016,0.208455475,0.099987507,0.218779963
0.204126553,0.208472641,0.099976063,0.218821544
0.20409985,0.208447083,0.09997263,0.218792552
0.204100994,0.20844632,0.099968052,0.218797129
0.204103665,0.20845929,0.099969578,0.21881544
0.204118923,0.208479508,0.099959278,0.218842906
0.204089169,0.208430298,0.09994936,0.218784541
0.204097942,0.208441361,0.099945545,0.218806666
0.204107479,0.208455475,0.099932957,0.218820399
0.20410252,0.208463868,0.099927616,0.218824214
0.20407658,0.208418473,0.09992609,0.218779582
0.204070095,0.208425721,0.099924564,0.218792552
0.204088406,0.208437165,0.099938297,0.218814677
0.204094891,0.208436402,0.099944782,0.218823832
0.204076199,0.208402832,0.099937534,0.218789882
0.204078488,0.208419999,0.099900913,0.218818873
0.204084591,0.208433732,0.09990282,0.218825358
0.204074291,0.20840474,0.099921894,0.2187895
0.204078106,0.208424958,0.099931049,0.218813914
0.204083065,0.208439454,0.099903202,0.218819636
0.204087643,0.208453949,0.099898624,0.218829936
0.204061703,0.208416947,0.09990282,0.218797511
0.204074673,0.208424576,0.09989748,0.218806285
0.204073147,0.208433732,0.099878025,0.2187998
0.204083447,0.208452424,0.099876118,0.218809718
0.204082302,0.208437928,0.099892521,0.218799037
0.204078106,0.208442124,0.099872684,0.218814296
0.204080395,0.208440217,0.099866199,0.21881277
0.204075054,0.208436402,0.099853992,0.218797511
0.204074291,0.208437165,0.0998456,0.218801326
0.204080395,0.20844899,0.099854755,0.21883108
0.204100613,0.208467301,0.099869251,0.218846339
0.20408955,0.208445939,0.099860859,0.218823832
0.204096035,0.208452042,0.099858188,0.218826884
0.204091458,0.208451279,0.099845219,0.218824595
0.204100231,0.20847493,0.099833393,0.218850154
0.204065518,0.208411988,0.099841022,0.218793696
0.204072384,0.208425721,0.099839878,0.21880247
0.204075054,0.208449753,0.099822712,0.218824214
0.204080776,0.208459672,0.09983263,0.218829173
0.20406094,0.208431061,0.099842548,0.218798655
0.204076962,0.208452805,0.099844456,0.218832606
0.204074673,0.208462342,0.099829578,0.218852061
0.204060558,0.208446702,0.099810505,0.218813151
0.204062466,0.208426484,0.099808979,0.218789882
0.204076199,0.20844632,0.099804401,0.218808192
0.204083447,0.208463105,0.099806309,0.218816966
0.204068569,0.208446702,0.099812031,0.218791407
0.204083065,0.208460434,0.099808216,0.218826503
0.204081539,0.208465775,0.099807072,0.218829173
0.204102902,0.208502396,0.099795627,0.21886465
0.204065518,0.208443268,0.099807072,0.218797892
0.204068951,0.208450135,0.099800968,0.218796367
0.204080395,0.208468064,0.09979639,0.218824595
0.20407124,0.208466919,0.099787998,0.218831462
0.204074673,0.208458146,0.099778843,0.218815059
0.204095654,0.208471879,0.09978075,0.218818492
0.204075054,0.208471116,0.099774647,0.218813533
0.204062084,0.208463868,0.099759388,0.218809337
0.204069332,0.208480271,0.099776935,0.218815822
0.204075054,0.208486756,0.099791813,0.218809718
0.204088406,0.208503922,0.099784183,0.218837184
0.204071621,0.208462723,0.099769306,0.218800944
0.204082684,0.208462342,0.099765873,0.218807811
0.204078106,0.208464631,0.099762058,0.218822307
0.204083828,0.208497056,0.099755955,0.218859691
0.204040341,0.208424576,0.099755192,0.218805903
0.204050259,0.208424195,0.099754047,0.218808574
0.204069714,0.20845662,0.099721622,0.218834514
0.204068951,0.208454712,0.099738025,0.218840617
0.204059033,0.208432206,0.09975481,0.218810481
0.204073147,0.208455857,0.099748325,0.218816203
0.20407925,0.208476838,0.099726581,0.218828792
0.204075054,0.208460053,0.099718189,0.218823069
0.204075436,0.208457383,0.09972887,0.218812007
0.204070477,0.208483323,0.099717045,0.218822307
0.20407391,0.208504304,0.099721241,0.218848246
0.204041866,0.208468064,0.099709797,0.218803996
0.204055218,0.208470353,0.099698734,0.218820781
0.204051022,0.208483704,0.099688434,0.218831462
0.204056744,0.208505829,0.099676227,0.218838328
0.204049114,0.208491715,0.099690342,0.218808955
0.20406628,0.208515366,0.099691486,0.218830699
0.204067806,0.208529481,0.099688434,0.218835658
0.204057507,0.208526047,0.099680805,0.218831843
0.204055218,0.208530625,0.099670505,0.218829936
0.204055218,0.208546265,0.099650669,0.218834895
0.20407124,0.208569535,0.099646473,0.218855876
0.204053692,0.208547791,0.099645328,0.218826503
0.204057888,0.208559235,0.099636936,0.218832988
0.204063992,0.208567246,0.099639225,0.218849391
0.204073528,0.208585557,0.09963541,0.218852443
0.20406361,0.208558854,0.099635028,0.218820018
0.204080776,0.20858899,0.099635791,0.218847865
0.204067806,0.208585175,0.09960947,0.218850917
0.204070858,0.208595475,0.099584293,0.218858546
0.204054836,0.208572205,0.099582386,0.218815822
0.204068569,0.208589753,0.099591922,0.21883871
0.204083828,0.208603104,0.099597644,0.218863124
0.204083065,0.208601578,0.099612522,0.218858928
0.204060177,0.208579835,0.099608707,0.218834514
0.204070477,0.208593949,0.099595356,0.218852443
0.204072384,0.208614548,0.099575901,0.218864268
0.204049114,0.208576783,0.099565982,0.218826503
0.204068188,0.20858136,0.099562931,0.218827266
0.20408688,0.208606537,0.099565219,0.218853587
0.204094891,0.208616837,0.099559497,0.218866939
0.204070477,0.20857602,0.099551487,0.218830699
0.204074673,0.208573731,0.099546909,0.218835276
0.20407391,0.208580979,0.099539661,0.218847484
0.204088024,0.208607682,0.099525547,0.218883723
0.204044155,0.208537873,0.099528598,0.218817347
0.204057125,0.208564957,0.099531269,0.21884138
0.20407925,0.208589753,0.099518299,0.218859309
0.204074673,0.208585938,0.099522113,0.218846339
0.204065136,0.208574494,0.099528217,0.21884405
0.204080013,0.208592423,0.099508762,0.218857402
0.204086498,0.2086073,0.099489307,0.218872279
0.204073528,0.208586701,0.099499225,0.218855113
0.204064373,0.208558854,0.099497699,0.218824977
0.204080395,0.208585175,0.099486637,0.218847102
0.204069332,0.208587083,0.099462604,0.218856257
0.204059795,0.208572587,0.099467182,0.218842524
0.204057125,0.20859166,0.099455738,0.218848628
0.204077725,0.20861493,0.099445819,0.218858165
0.204078869,0.208616074,0.099423313,0.21886732
0.20404797,0.208554658,0.09944086,0.21881277
0.204091076,0.208601197,0.099456119,0.218869609
0.204064755,0.208591279,0.099409961,0.218860835
0.204040341,0.208572587,0.099387836,0.218829936
0.204047207,0.208570298,0.099402713,0.218834132
0.204060558,0.208587464,0.099390506,0.218855494
0.204067425,0.208605775,0.099377536,0.218867701
0.204048733,0.208571824,0.099380206,0.218840617
0.204046826,0.208571061,0.099397373,0.218840617
0.204062466,0.208583649,0.099409198,0.218851298
0.204081158,0.208599671,0.099412631,0.218861598
0.204065136,0.208590134,0.099400424,0.218855113
0.204061321,0.208596619,0.099377536,0.218874568
0.204075436,0.208602723,0.099368381,0.21887762
0.204073147,0.20858899,0.099365329,0.218887919
0.204060177,0.208559998,0.099354267,0.218853206
0.204071621,0.208587083,0.099345874,0.218872661
0.204074291,0.208595093,0.099340534,0.21888029
0.204054836,0.20857335,0.099314212,0.218858546
0.204036907,0.208533295,0.099316882,0.218824214
0.204057507,0.208563431,0.099310016,0.218872661
0.204068951,0.208594712,0.099300098,0.218877238
0.204043392,0.208569535,0.099314594,0.218836802
0.204053692,0.208574875,0.099316882,0.21886732
0.204066662,0.208595856,0.099318027,0.218881053
0.204070858,0.20862027,0.099317264,0.218886775
0.204045681,0.208585938,0.099322223,0.21884405
0.204054073,0.208611878,0.099315738,0.21886999
0.204062084,0.208630952,0.099312686,0.218876094
0.204048733,0.208627518,0.099315357,0.218874568
0.204042629,0.208608445,0.099318027,0.218846339
0.204059795,0.208633622,0.09931116,0.218862742
0.204072384,0.208648881,0.099301624,0.218879908
0.204052929,0.208634766,0.099296665,0.218860454
0.20406361,0.2086382,0.099319171,0.218857402
0.204072384,0.208661088,0.099326801,0.218866939
0.204097942,0.208682069,0.099327564,0.218896312
0.204074291,0.208638962,0.099319171,0.218863887
0.204074673,0.208638581,0.099312686,0.218871898
0.204088024,0.208659562,0.099318027,0.218885631
0.204078488,0.208654984,0.099304294,0.218887919
0.204047588,0.208614167,0.099300861,0.218849391
0.204055218,0.208625611,0.09930849,0.218858546
0.204063992,0.208647355,0.09932146,0.218878764
0.204065518,0.208656892,0.099322986,0.218892497
0.204041103,0.208611115,0.099328708,0.218848246
0.204068188,0.208637818,0.099309635,0.218881434
0.204061703,0.208644303,0.099274539,0.218887538
0.204046444,0.208629807,0.09926958,0.218868464
0.204050259,0.208605775,0.099279117,0.218844432
0.204059414,0.208623704,0.099261188,0.218856639
0.204063992,0.208640488,0.099240207,0.218891353
0.204034618,0.208588608,0.099205875,0.218845958
0.204050259,0.208609589,0.099211597,0.218861598
0.204053692,0.208616456,0.099207401,0.218865794
0.20405064,0.208624085,0.099184131,0.218872279
0.204034237,0.208595093,0.099190997,0.218839091
0.204054836,0.208614167,0.099192523,0.218864268
0.204049496,0.208630189,0.099173068,0.218884868
0.204027371,0.208627137,0.099155902,0.218887156
0.204033093,0.208613785,0.099175357,0.218871516
0.204034237,0.208619507,0.099173831,0.218888301
0.204040341,0.208632477,0.099156284,0.218908137
0.204030804,0.208600434,0.099147891,0.218874186
0.20403767,0.208604249,0.099154376,0.218870372
0.2040453,0.208611115,0.099153613,0.218871516
0.204055218,0.208615693,0.099142169,0.218878383
0.204059795,0.208605393,0.099146747,0.218872279
0.204069332,0.208624848,0.099146365,0.21888029
0.204049114,0.208629807,0.099119662,0.218892878
0.204031185,0.208629426,0.099097537,0.218894023
0.204012493,0.208611497,0.099093722,0.218869609
0.204014019,0.208632096,0.099099063,0.21889326
0.204015545,0.208645066,0.099102496,0.218909663
0.20400639,0.208634385,0.099089526,0.218913096
0.203984264,0.20859929,0.099091434,0.218868464
0.203994564,0.2086279,0.099079608,0.218890971
0.204010967,0.208647736,0.099076556,0.218911571
0.203992275,0.208629044,0.099065112,0.218904704
0.203969769,0.20858899,0.099073886,0.218848246
0.203994946,0.208627518,0.099061297,0.21887762
0.204009823,0.20865384,0.099051761,0.218910045
0.203978161,0.208611115,0.099046039,0.218869227
0.203981213,0.208622559,0.099045276,0.218878764
0.203979687,0.208635529,0.099053668,0.218886012
0.203970531,0.208645066,0.09905672,0.218903178
0.203955654,0.208618745,0.099066638,0.218873042
0.203969387,0.208648499,0.099048327,0.21889059
0.203973202,0.208659943,0.099032306,0.218900508
0.203957943,0.208648499,0.099039172,0.218894404
0.203952984,0.20863324,0.099049472,0.218883342
0.203962521,0.208648118,0.09902315,0.218898219
0.203971294,0.208668717,0.09900751,0.218918056
0.203955273,0.208643922,0.09902315,0.21889059
0.203950695,0.208639725,0.099030398,0.218888301
0.203953365,0.208645447,0.099018954,0.218894404
0.203951077,0.208659562,0.098998355,0.218901652
0.203927425,0.20862027,0.099000262,0.218864268
0.203947643,0.208632096,0.099002551,0.218882197
0.203963284,0.20864621,0.099009418,0.218895549
0.203958324,0.20865651,0.098994159,0.218905086
0.203943066,0.208635529,0.098985003,0.218871516
0.20395718,0.208652695,0.098994922,0.218905848
0.203962139,0.20865918,0.098993777,0.218905848
0.203935055,0.208646592,0.098988437,0.218904323
0.203932384,0.208642014,0.098982333,0.218902034
0.203940777,0.208648881,0.098968982,0.218912715
0.203959469,0.208675202,0.098962497,0.218933314
0.203932384,0.208640107,0.098955249,0.218900508
0.203934673,0.208638581,0.098954486,0.218902415
0.203941158,0.208652314,0.098960208,0.218911952
0.203940014,0.208663758,0.098948001,0.218918056
0.203919033,0.208622941,0.098937701,0.218885249
0.203927807,0.208637818,0.098920154,0.218911571
0.203933529,0.208642396,0.098915194,0.218916148
0.203943066,0.208657654,0.098925494,0.218926829
0.203913311,0.208600434,0.098934268,0.218875331
0.203927425,0.208626374,0.098923968,0.218911952
0.203940395,0.208642777,0.098920154,0.218932933
0.203921322,0.208623322,0.098914813,0.218898982
0.203923992,0.208622178,0.098912524,0.218900126
0.20392857,0.208629426,0.098886584,0.21891653
0.203930859,0.208650407,0.098870181,0.218939036
0.203918652,0.208622941,0.098877047,0.21890623
0.203926662,0.208618745,0.098873996,0.218913859
0.203947262,0.208639344,0.098867511,0.218936366
0.203959469,0.208669099,0.09886484,0.218961162
0.203921322,0.208611878,0.098855685,0.218904704
0.203901104,0.208587464,0.098827456,0.218894786
0.20391827,0.208598145,0.098826693,0.218902034
0.203919796,0.208594712,0.098815631,0.218902797
0.203926281,0.208584794,0.098814486,0.218890971
0.203930477,0.208591279,0.098804568,0.218902034
0.203935055,0.20861226,0.098814105,0.218926829
0.203923611,0.208583649,0.098796557,0.218905848
0.2039156,0.208559235,0.098785876,0.218899745
0.203914455,0.208564576,0.098763751,0.218900126
0.203927425,0.208574113,0.098752688,0.218915004
0.203901867,0.208532914,0.09875841,0.218884105
0.203899578,0.208545121,0.098754596,0.218890971
0.203896908,0.208545502,0.098737429,0.218900126
0.203895,0.208558472,0.098729419,0.218915385
0.203884319,0.208531006,0.098719882,0.218902797
0.203903774,0.208549698,0.098725985,0.218917674
0.203908733,0.208545121,0.098724078,0.218908519
0.20390263,0.208537873,0.098711108,0.218893641
0.203897289,0.208515748,0.098721789,0.218876094
0.203914074,0.208540162,0.098723315,0.218912333
0.203919033,0.208549317,0.098705767,0.21893484
0.203901485,0.208526047,0.098699664,0.218917293
0.203897671,0.20852414,0.09870653,0.218905467
0.2039053,0.208541306,0.098708438,0.218904704
0.203909878,0.208550461,0.098691271,0.218911189
0.203910259,0.208528336,0.098680209,0.218903178
0.203917126,0.208538636,0.098679446,0.218910808
0.203912167,0.208544739,0.098693179,0.218937129
0.203926281,0.208564576,0.098686694,0.218962688
