O1,O2,T3,T4
0.278657416,0.230509024,0.139048137,0.246342322
0.278231695,0.230290823,0.138818873,0.246112677
0.277819326,0.230084448,0.138615931,0.245891424
0.27736347,0.229808645,0.138424815,0.245590444
0.276972081,0.229596166,0.13822645,0.245376058
0.276549412,0.229387121,0.138019693,0.245167775
0.27614658,0.229160909,0.137833155,0.244932027
0.275747181,0.228933934,0.137633264,0.244689793
0.275349689,0.228733281,0.137446344,0.24446587
0.274986529,0.228558186,0.137264764,0.244269032
0.274591708,0.228332356,0.137080133,0.244041676
0.274198794,0.228106907,0.136893594,0.243807072
0.273796343,0.227918842,0.136705529,0.243612522
0.273435853,0.227752903,0.136523568,0.243441623
0.27304561,0.227517917,0.136349617,0.243195194
0.272711823,0.227347019,0.136180245,0.243013232
0.272354767,0.227166202,0.136007057,0.242815631
0.271999619,0.226997211,0.135828148,0.24263901
0.271607086,0.22675841,0.135664497,0.242395632
0.271269485,0.226591708,0.135485588,0.242232744
0.270926925,0.226404406,0.135297141,0.242058413
0.27058322,0.226206042,0.135146461,0.241855852
0.270226164,0.225980211,0.135002646,0.241626589
0.269903059,0.225805117,0.134837851,0.24146599
0.269579191,0.225627351,0.134684882,0.24129471
0.269220609,0.225425554,0.134516654,0.241083757
0.268903226,0.225260377,0.134358725,0.240907136
0.26858775,0.225095964,0.134195456,0.240734711
0.268273419,0.224939561,0.134037146,0.240582886
0.267918652,0.224727082,0.133875021,0.240364685
0.267633693,0.224585557,0.133742269,0.240226212
0.267320125,0.22442305,0.133594259,0.240065231
0.26699969,0.224266648,0.133453115,0.23990654
0.266670481,0.224068283,0.133279546,0.239687195
0.26639506,0.22395079,0.133109029,0.239557495
0.266118876,0.223831772,0.132983144,0.239406814
0.26581637,0.223678039,0.132791264,0.239232864
0.265500513,0.223518585,0.1326032,0.239070739
0.26520411,0.223375152,0.132411702,0.238913573
0.264945474,0.223256133,0.132243855,0.238793792
0.264634194,0.223075317,0.132088596,0.238599242
0.264355721,0.222937224,0.131945927,0.238448561
0.264084496,0.222818587,0.131797916,0.238312376
0.263809837,0.222704909,0.131652576,0.238185728
0.263490928,0.222517989,0.131529743,0.237977446
0.26324488,0.222401259,0.131426364,0.237853086
0.262981666,0.222274229,0.131364185,0.237716902
0.26273371,0.22216017,0.131258899,0.23758415
0.262447989,0.222008726,0.131160098,0.237403333
0.262197745,0.221901152,0.131027728,0.237289274
0.261935675,0.221783277,0.130854159,0.237161481
0.261648046,0.221653196,0.130714923,0.23700546
0.261385213,0.221517774,0.130614978,0.236855542
0.261126195,0.221404859,0.130489855,0.236741864
0.26086794,0.221292707,0.130362063,0.236620175
0.260593663,0.22113783,0.130251437,0.236436306
0.260362492,0.221021482,0.130132418,0.236302792
0.260127125,0.220920773,0.130022554,0.236207043
0.259903202,0.22082655,0.129926043,0.236111675
0.259642658,0.22066824,0.129805879,0.235927425
0.259437427,0.220581265,0.129712038,0.235827099
0.259227237,0.220503445,0.129632311,0.235728679
0.259003314,0.22040617,0.129532747,0.23561729
0.258702716,0.220223828,0.129401903,0.235431133
0.258459338,0.220121212,0.129261903,0.235323177
0.2582213,0.220007916,0.129146699,0.235198055
0.257968004,0.219877453,0.129060487,0.2350489
0.257724626,0.219745083,0.128914765,0.234904704
0.257499559,0.219646282,0.128785828,0.234798655
0.25727678,0.219555111,0.128659943,0.234698329
0.257015092,0.219410152,0.128538636,0.234528193
0.256807954,0.21931097,0.128430298,0.234418711
0.256594712,0.219210262,0.128321579,0.234309611
0.256399781,0.219141978,0.128231552,0.234218439
0.256178147,0.219010753,0.128143433,0.234066614
0.256007629,0.218945521,0.128044632,0.234005198
0.255820709,0.218875712,0.127969101,0.233931574
0.255625778,0.218788737,0.127890518,0.233843836
0.255414062,0.218673152,0.127810791,0.233713754
0.25522676,0.218597621,0.127715805,0.233648142
0.255020003,0.218507594,0.127626159,0.233572992
0.254805236,0.21838209,0.127527359,0.233438333
0.254613738,0.218271082,0.127431228,0.233326562
0.25442758,0.218176478,0.127336624,0.233261712
0.254246001,0.218094843,0.127274444,0.233195337
0.254023604,0.217955988,0.127207687,0.233063729
0.253853086,0.217859476,0.127121093,0.232979043
0.253681425,0.217764108,0.127027251,0.232896645
0.253518919,0.217698877,0.126947524,0.232819207
0.253307584,0.217544382,0.126866271,0.232683404
0.253146222,0.217463892,0.126777007,0.23262008
0.252950147,0.217371576,0.126676299,0.232538445
0.252744153,0.217270486,0.126591231,0.232438118
0.252556851,0.217164438,0.126503874,0.232322533
0.252389386,0.217095391,0.126411559,0.232255013
0.252226116,0.217020623,0.126340605,0.232181771
0.252040722,0.216919152,0.126273085,0.232079155
0.251875927,0.216821496,0.126192595,0.231985313
0.251711513,0.216721932,0.126114393,0.231905968
0.251547481,0.216626565,0.126048018,0.231839592
0.251355983,0.216501824,0.125966764,0.231714851
0.251199962,0.2164385,0.125900389,0.23162902
0.251040507,0.216390053,0.125817228,0.231564552
0.250884486,0.216350762,0.125732923,0.231511146
0.250694896,0.216227547,0.125666929,0.231352073
0.250556422,0.216184441,0.125602079,0.231302482
0.250416041,0.21612722,0.125524259,0.231244117
0.250243998,0.21605703,0.12543881,0.231170493
0.250042963,0.215917412,0.125375867,0.230999595
0.249911737,0.215876976,0.125303007,0.230975181
0.249759149,0.215801445,0.125244642,0.230913764
0.249597788,0.215720573,0.125177503,0.230806952
0.249444437,0.215657249,0.125097394,0.230722266
0.249284219,0.215583244,0.12501576,0.230634146
0.249156045,0.215553108,0.124945951,0.230581504
0.248958062,0.215438667,0.124880719,0.230439978
0.248812341,0.215379157,0.124820447,0.230377417
0.248676919,0.215328803,0.124741864,0.230337363
0.24853463,0.215265479,0.124657941,0.230285864
0.24837365,0.215124335,0.124592709,0.230167227
0.248247765,0.21507093,0.124508404,0.230122595
0.248104332,0.21500875,0.124438595,0.2300772
0.247950981,0.214913764,0.124389386,0.230007773
0.247803352,0.214838996,0.12432835,0.229931478
0.247677086,0.214797416,0.124270367,0.229889517
0.247552726,0.214771094,0.124209332,0.229866629
0.247398231,0.214692893,0.124145245,0.229774694
0.247259757,0.214636054,0.124102139,0.229715185
0.247123573,0.214604773,0.124067806,0.229688864
0.247002265,0.214584555,0.124003719,0.229654531
0.246838614,0.214488806,0.123942303,0.229543905
0.246719214,0.214445319,0.123892712,0.229507665
0.246601721,0.214420142,0.123832058,0.229466848
0.246475836,0.214404501,0.123768352,0.229432134
0.246335074,0.214330496,0.123725628,0.229331808
0.246206137,0.214311804,0.123647045,0.229291753
0.246056601,0.214282049,0.123571514,0.229249791
0.245910116,0.21421987,0.123518871,0.229181508
0.245779653,0.214160361,0.123462795,0.229103688
0.245691152,0.214139761,0.123403285,0.229068212
0.245583196,0.214118399,0.123376201,0.229040364
0.24542069,0.214021505,0.123372386,0.228947286
0.24528565,0.213959707,0.12336819,0.228902654
0.245179601,0.213940252,0.123376201,0.228869084
0.245085378,0.213914312,0.123393749,0.228856114
0.244932408,0.213810934,0.123412059,0.228752736
0.244826741,0.213785375,0.123421215,0.228715733
0.244719929,0.21373998,0.123383449,0.228684071
0.244595952,0.213678945,0.123332332,0.228640965
0.244446034,0.213588918,0.123299907,0.228546361
0.244347233,0.213581289,0.123239635,0.228527287
0.244244236,0.213573278,0.12318394,0.228487233
0.244110722,0.213533224,0.123137782,0.228414753
0.243989414,0.213494314,0.123069499,0.228376988
0.243874592,0.213475622,0.122980235,0.228342274
0.243786091,0.213492788,0.122910808,0.228317479
0.243636554,0.213416112,0.122850917,0.228217152
0.243525165,0.213392843,0.122781489,0.228169087
0.243418735,0.213371862,0.122703288,0.228118351
0.243304294,0.21335317,0.122617457,0.228107289
0.243152469,0.213270391,0.122556803,0.227995899
0.243059772,0.213257039,0.122496913,0.227966908
0.242963641,0.213216604,0.122409174,0.227922657
0.242873614,0.213183797,0.122348139,0.227882603
0.242761844,0.213109029,0.122305796,0.227796009
0.242681353,0.213089574,0.122246668,0.227776172
0.24258179,0.213066304,0.122191736,0.227748325
0.242457812,0.213003362,0.122142527,0.227680042
0.242347567,0.21294576,0.122099039,0.227616337
0.242256396,0.212906087,0.122048304,0.227583912
0.242166369,0.212867177,0.12198498,0.227554157
0.242016069,0.212777913,0.121918985,0.227464893
0.241927187,0.212740529,0.121873209,0.227428653
0.241824953,0.212711919,0.121812555,0.227377918
0.241721956,0.212689412,0.121764871,0.227337482
0.241604463,0.212609303,0.121722528,0.227251651
0.24153885,0.212595952,0.121687052,0.227248981
0.241422121,0.212541401,0.121623727,0.227209308
0.241317216,0.212486088,0.121569177,0.227155902
0.24120926,0.212373555,0.121532938,0.227059772
0.241135255,0.212311375,0.121482584,0.22704375
0.24104828,0.212290013,0.1214246,0.22703612
0.240942231,0.212236225,0.121384546,0.226968219
0.240846864,0.212180912,0.12134144,0.226907565
0.24074997,0.212142384,0.121288415,0.226861026
0.240668336,0.212129795,0.121235391,0.226819827
0.240532532,0.21203252,0.121185037,0.226696612
0.240438309,0.211984837,0.121122476,0.226650073
0.240357438,0.211942112,0.121080896,0.226629473
0.240268174,0.211877644,0.121016046,0.226593615
0.240151825,0.211762821,0.120982858,0.2264807
0.240082398,0.211736881,0.120945855,0.226449038
0.240003052,0.211693775,0.120898553,0.226393343
0.23989624,0.211665165,0.120847817,0.226322008
0.239782944,0.211605655,0.120815392,0.226220537
0.239694443,0.211598789,0.120758935,0.226196886
0.2396212,0.211586963,0.120706673,0.226160265
0.239514007,0.211533557,0.120663567,0.226088167
0.239413681,0.211456882,0.120638772,0.226014925
0.239326324,0.211399661,0.120613595,0.225956179
0.239245834,0.211374866,0.120567055,0.225935579
0.239132537,0.211280643,0.120523568,0.225837541
0.239075698,0.211257755,0.120494195,0.225817324
0.238984527,0.211255466,0.120459481,0.225778032
0.238900985,0.211245166,0.120418282,0.225745607
0.238805236,0.211182224,0.120382042,0.225650621
0.23873886,0.211184512,0.12034504,0.225622011
0.238669051,0.211186038,0.120311852,0.225580431
0.238584365,0.211170398,0.120285912,0.225545717
0.238500441,0.211142932,0.120252343,0.225509096
0.23842224,0.211151706,0.120216103,0.225499178
0.238322676,0.211123477,0.120167656,0.225493074
0.238203276,0.211065875,0.12010128,0.225438905
0.238130034,0.211040698,0.120058174,0.225402284
0.238061751,0.211015521,0.120030708,0.225387788
0.237985457,0.210998736,0.119999428,0.22537787
0.237861097,0.210941516,0.119976921,0.225313402
0.237801969,0.210949908,0.119980736,0.225306154
0.237718427,0.210942279,0.119970436,0.225282502
0.237639463,0.210942279,0.119963951,0.225272966
0.237546384,0.210907565,0.119995613,0.225208116
0.237473142,0.210912143,0.120022316,0.225197816
0.237409818,0.210914813,0.120050545,0.225201631
0.237339246,0.210943042,0.120064659,0.225208116
0.237213743,0.210854541,0.120088692,0.225078797
0.237169492,0.210880099,0.120081444,0.225108171
0.237112271,0.210880481,0.120074577,0.225115419
0.237005078,0.21081792,0.120055122,0.22503798
0.236921536,0.210790454,0.120037575,0.22500937
0.236854016,0.210780536,0.120024605,0.224997926
0.236807095,0.210798083,0.120010109,0.225023866
0.236709439,0.210723315,0.120006294,0.224941087
0.236654126,0.21070119,0.120001717,0.224926972
0.236577069,0.210680972,0.119979591,0.224912095
0.236493908,0.210649691,0.119936867,0.224901414
0.236389004,0.210573779,0.119910164,0.224814057
0.236353146,0.210569583,0.119878883,0.224813676
0.236273037,0.21054288,0.119847603,0.224798035
0.236197125,0.210502444,0.119839592,0.22476027
0.236133801,0.210476122,0.119838829,0.224733186
0.236071621,0.210462008,0.119823189,0.224738526
0.236003338,0.210435687,0.119783897,0.224728226
0.235911785,0.210367403,0.119738502,0.224674439
0.235833584,0.210318575,0.119709129,0.224655747
0.235767971,0.210288058,0.119674034,0.224653458
0.235699306,0.21027051,0.119615287,0.224666047
0.235595928,0.210192309,0.119567985,0.224582505
0.23554977,0.210202608,0.119527168,0.224586701
0.23549522,0.21020299,0.119490165,0.224581742
0.235413585,0.210188875,0.11943943,0.224554276
0.235311351,0.210128222,0.119398612,0.224499344
0.23526176,0.210135851,0.119354362,0.224508881
0.23518127,0.210104952,0.11929943,0.224477982
0.235097346,0.210053072,0.119258231,0.224423813
0.235019527,0.209984026,0.119237632,0.224343323
0.23495811,0.209945116,0.119201011,0.224313568
0.234888301,0.209906206,0.119156379,0.224287628
0.234784922,0.209816942,0.119108695,0.224200653
0.23473228,0.209774217,0.119057197,0.224148392
0.234686122,0.209760103,0.119027824,0.224130463
0.234623179,0.209760866,0.118994636,0.224134659
0.2345301,0.209694109,0.118967933,0.22405188
0.234458384,0.20968152,0.11890766,0.224053787
0.234398112,0.209662447,0.118849296,0.224049591
0.234339747,0.209655199,0.118820685,0.224045014
0.234258494,0.209620485,0.118790931,0.224
0.234210047,0.209626589,0.118760794,0.22401297
0.234165034,0.209643755,0.118728751,0.224049591
0.234080729,0.209618196,0.118672293,0.22403891
0.234002527,0.209557542,0.118634909,0.223979401
0.233947214,0.209576997,0.118610495,0.224000763
0.233902201,0.209590349,0.118592185,0.224012589
0.23381637,0.209552202,0.118557471,0.223971771
0.233771738,0.209541139,0.118537253,0.223979019
0.233729776,0.209550294,0.118511694,0.223993897
0.233677896,0.209554491,0.118476981,0.224004959
0.233594354,0.209499559,0.118470496,0.22394278
0.233535226,0.20950757,0.118443793,0.22394812
0.233474954,0.209515199,0.11840412,0.223952698
0.233435281,0.209510622,0.118370169,0.223940491
0.233366617,0.209459886,0.11835491,0.223879074
0.233322748,0.209476671,0.118321341,0.223888992
0.233267053,0.209480104,0.118292731,0.223898148
0.233192285,0.209451494,0.118272131,0.223866104
0.233129342,0.209424028,0.118234747,0.223832916
0.233077081,0.209415636,0.118192404,0.223832535
0.233027108,0.209425172,0.118171805,0.223834824
0.23294204,0.209376726,0.11813175,0.223781036
0.232909997,0.209369096,0.118090552,0.223778747
0.232855447,0.209368715,0.118040197,0.223769211
0.232797082,0.209374055,0.117989843,0.223775696
0.232716973,0.209323701,0.117953604,0.22370169
0.232684548,0.209324083,0.11790592,0.223709701
0.232626183,0.209311113,0.117870443,0.223704742
0.232554848,0.209294328,0.117842977,0.223691772
0.232485421,0.20924283,0.117808264,0.223612426
0.232440407,0.209238252,0.117778128,0.223607849
0.232404931,0.209230623,0.117749136,0.223607849
0.232346947,0.209200105,0.117730444,0.223578476
0.232288582,0.209173784,0.117706793,0.223547195
0.232234032,0.209165391,0.11766712,0.223539566
0.23220237,0.209164247,0.117656439,0.223551391
0.232117684,0.209100541,0.117641943,0.223483871
0.232074577,0.209089479,0.117615621,0.223474716
0.232039864,0.209089097,0.117572134,0.223478149
0.231988365,0.209091386,0.117520254,0.223480056
0.231902534,0.209028825,0.117487066,0.22341864
0.23185218,0.209023484,0.117455022,0.223416351
0.231801445,0.209006318,0.11744396,0.223403762
0.231741936,0.208992204,0.117411153,0.223390792
0.231690056,0.208962831,0.117387502,0.223340057
0.23165229,0.208966645,0.117353933,0.223349594
0.231598503,0.208956346,0.117331045,0.223350356
0.231530983,0.208914765,0.117330282,0.22330191
0.231478721,0.208891496,0.117313497,0.223277877
0.231435615,0.208899888,0.117291372,0.223283981
0.231378395,0.208894547,0.117245595,0.223275207
0.231302863,0.208836182,0.117205159,0.223209213
0.231281883,0.208844956,0.117199819,0.223228286
0.231242973,0.208837708,0.117173879,0.223228668
0.231189185,0.208830079,0.117141835,0.22322943
0.23110984,0.208767899,0.117128102,0.223147796
0.231079703,0.208787354,0.117092244,0.223160003
0.23103469,0.208774003,0.117056768,0.22315657
0.23098014,0.208740815,0.117023198,0.22313063
0.230931312,0.208709916,0.117014806,0.223096297
0.230884009,0.20869809,0.117001073,0.223086379
0.230836326,0.20869542,0.116961782,0.223095916
0.230771857,0.208651551,0.116928212,0.223051284
0.230733329,0.20864354,0.116922109,0.22303221
0.230670386,0.208637818,0.116898457,0.22302954
0.230631476,0.20864087,0.11685497,0.223041747
0.230558615,0.208579835,0.116822163,0.22297499
0.230525809,0.20857602,0.116801946,0.222975371
0.23047927,0.208572205,0.116780965,0.222955535
0.230432349,0.20856572,0.116756169,0.222935317
0.230382376,0.20855008,0.116729848,0.222909377
0.230338507,0.208551224,0.116698186,0.222890304
0.230294638,0.208571442,0.116668812,0.222895644
0.230236273,0.208544358,0.116666905,0.222865889
0.230186301,0.208505066,0.11664211,0.22281935
0.230148916,0.2085085,0.1165929,0.222839568
0.230119543,0.208508118,0.116565053,0.222849486
0.230046682,0.208473023,0.116553609,0.22281668
0.229980688,0.208428391,0.116547505,0.222757933
0.229944067,0.20843335,0.116516987,0.222785018
0.229908972,0.208440217,0.116482274,0.222787688
0.229844885,0.20838414,0.116460148,0.22269995
0.22981246,0.2083685,0.116417805,0.222693846
0.229783087,0.208341416,0.11639835,0.222688124
0.229741888,0.208315857,0.11639568,0.222678588
0.229665212,0.208258637,0.116385762,0.222622893
0.229653768,0.208299454,0.116345707,0.222623274
0.229609899,0.208314331,0.116323964,0.222598479
0.229556112,0.208310517,0.11630489,0.22256758
0.22949584,0.208279999,0.116270939,0.222516081
0.229455404,0.208287247,0.116239659,0.2225157
0.229422979,0.208300217,0.116216389,0.222536681
0.229353933,0.208252533,0.116181675,0.22248709
0.229315404,0.208226975,0.116188923,0.222455428
0.229276494,0.208231934,0.116173664,0.22245085
0.229259328,0.208248719,0.116143147,0.222452376
0.229203252,0.208197602,0.11613094,0.222386
0.229182653,0.208207901,0.116111103,0.222398589
0.229144124,0.208217057,0.116084019,0.22239897
0.22910941,0.208238037,0.116045109,0.222388289
0.229042653,0.208201798,0.116032139,0.222329924
0.229010991,0.208230408,0.116008488,0.222355482
0.228969411,0.208248719,0.115980259,0.222376082
0.22890418,0.208227356,0.115944401,0.222356627
0.22884734,0.208183487,0.115921131,0.222315428
0.228832082,0.208207901,0.115919605,0.222331068
0.228807668,0.208228882,0.115901676,0.222348235
0.228729085,0.208177002,0.115870396,0.222277281
0.228688267,0.208177384,0.115841785,0.222276137
0.228651265,0.208180817,0.115807834,0.222282622
0.22861617,0.208191498,0.115778461,0.222295973
0.22854102,0.20814,0.115770069,0.222215483
0.228520802,0.20816098,0.11577045,0.22222769
0.228485707,0.208150681,0.11575748,0.222234175
0.228441838,0.20813504,0.115730778,0.222228453
0.228389576,0.208083161,0.115726581,0.222159788
0.22836707,0.208102997,0.115707126,0.222180006
0.228335026,0.208117493,0.115700641,0.222189162
0.228273991,0.208082398,0.115663639,0.222155592
0.228236988,0.208056839,0.115636173,0.2221266
0.228206089,0.208044632,0.115614048,0.222120878
0.22817519,0.20805455,0.115592685,0.222134993
0.228106907,0.208009918,0.115576282,0.222080061
0.228074482,0.208008011,0.115551487,0.222071669
0.228043583,0.208008392,0.115527073,0.222063276
0.228012684,0.208019836,0.115508762,0.222083113
0.227949741,0.207956131,0.115491214,0.222019789
0.227921513,0.20795842,0.115466037,0.222024748
0.227882603,0.207965286,0.115439716,0.222025129
0.227854755,0.20796109,0.115426364,0.222015974
0.227794865,0.207910355,0.115396228,0.221963331
0.227765873,0.207905395,0.115359226,0.221971342
0.22773154,0.207896622,0.115332141,0.221966383
0.227673557,0.207861526,0.115308872,0.221923277
0.227634266,0.207825668,0.115301624,0.221914503
0.227593448,0.207821472,0.115293613,0.22192137
0.227562168,0.207816131,0.115257373,0.221928236
0.227496173,0.207760055,0.115231052,0.221857283
0.227480915,0.2077612,0.11524097,0.22185919
0.227459934,0.207756622,0.115224567,0.221854612
0.227423313,0.207736404,0.115174213,0.221851179
0.227351215,0.207665451,0.115157809,0.221777555
0.227333667,0.207666595,0.115142932,0.221803495
0.227290943,0.207655914,0.115112415,0.22179434
0.22724097,0.207623489,0.115076556,0.221769544
0.227200153,0.207581146,0.115074649,0.22173979
0.227169635,0.207567794,0.115054813,0.221747801
0.227149799,0.207571228,0.115034595,0.22174246
0.227099063,0.207535369,0.115023532,0.221692487
0.227055957,0.207505996,0.115002551,0.221666929
0.227023913,0.207492263,0.114975467,0.22166731
0.226998736,0.207478149,0.114964023,0.221666166
0.226946475,0.207397277,0.114960589,0.221608183
